trip_id,origin_id,destination_id,mode,distance_km,hour_of_day,day_of_week,is_weekend,is_peak_hour,weather,traffic_level,scheduled_headway_min,passenger_density,upstream_delay_min,actual_travel_time_min,delay_minutes,actual_waiting_time_min,fare_inr,dataset_label
TRIP_001834,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.78,18,5,1,1,Clear,2,12.0,0.6,12.5,31.4,25.3,13.8,22.2,Demo / Synthetic Data
TRIP_001835,METRO_KALOOR,METRO_MG_ROAD,metro,2.37,8,4,0,1,Moderate Rain,4,7.0,0.99,1.0,4.8,0.9,3.3,15.2,Demo / Synthetic Data
TRIP_001836,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.88,12,3,0,0,Clear,1,12.0,0.36,0.8,6.8,2.0,7.1,13.4,Demo / Synthetic Data
TRIP_001837,ORIGIN_20,DEST_2,water_metro,11.96,5,2,0,0,Clear,2,15.0,0.29,0.3,35.8,0.3,8.1,30.0,Demo / Synthetic Data
TRIP_001838,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.85,14,3,0,0,Monsoon Heavy Rain,2,12.0,0.57,3.1,23.8,6.6,8.4,22.3,Demo / Synthetic Data
TRIP_001839,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.02,22,0,0,0,Clear,3,7.0,0.33,0.6,8.4,0.1,2.8,21.0,Demo / Synthetic Data
TRIP_001840,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.24,10,4,0,1,Clear,3,15.0,0.68,0.4,27.8,1.4,7.6,30.0,Demo / Synthetic Data
TRIP_001841,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.87,19,1,0,1,Clear,3,12.0,0.75,3.5,8.7,6.9,5.8,13.4,Demo / Synthetic Data
TRIP_001842,METRO_VYTTILA,WATER_VYTTILA,walking,0.3,18,1,0,1,Moderate Rain,4,0.0,0.99,0.1,3.4,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001843,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.82,6,1,0,0,Clear,1,12.0,0.24,0.4,5.9,0.0,6.1,13.3,Demo / Synthetic Data
TRIP_001844,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.47,16,3,0,0,Monsoon Heavy Rain,2,15.0,0.51,4.0,30.9,7.5,8.7,30.0,Demo / Synthetic Data
TRIP_001845,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.48,13,4,0,0,Moderate Rain,1,15.0,0.42,1.1,28.9,2.2,8.3,30.0,Demo / Synthetic Data
TRIP_001846,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.86,15,5,1,0,Monsoon Heavy Rain,1,15.0,0.47,2.6,13.9,4.9,8.6,20.0,Demo / Synthetic Data
TRIP_001847,ORIGIN_5,DEST_18,metro,9.28,19,0,0,1,Clear,3,7.0,0.61,0.1,16.6,1.1,3.5,30.4,Demo / Synthetic Data
TRIP_001848,METRO_EDAPPALLY,METRO_KALOOR,metro,4.25,12,1,0,0,Clear,1,7.0,0.3,0.0,7.7,0.0,3.1,19.4,Demo / Synthetic Data
TRIP_001849,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.46,10,5,1,1,Clear,3,15.0,0.64,1.2,29.3,2.4,9.1,30.0,Demo / Synthetic Data
TRIP_001850,METRO_MG_ROAD,METRO_VYTTILA,metro,4.81,20,0,0,1,Clear,2,7.0,0.63,0.0,8.4,0.1,4.3,20.6,Demo / Synthetic Data
TRIP_001851,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.3,20,3,0,1,Clear,4,0.0,0.61,0.0,3.0,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001852,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.16,8,2,0,1,Moderate Rain,3,7.0,0.9,0.2,9.0,0.5,3.1,21.4,Demo / Synthetic Data
TRIP_001853,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.67,10,6,1,1,Moderate Rain,4,15.0,0.99,3.3,9.5,5.8,10.3,20.0,Demo / Synthetic Data
TRIP_001854,METRO_VYTTILA,WATER_VYTTILA,walking,0.32,13,4,0,0,Clear,2,0.0,0.34,0.0,3.9,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001855,ORIGIN_19,DEST_1,water_metro,7.24,21,6,1,0,Moderate Rain,1,15.0,0.46,1.5,23.5,2.4,7.2,30.0,Demo / Synthetic Data
TRIP_001856,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.86,7,1,0,0,Clear,1,12.0,0.34,0.4,7.0,1.6,7.3,13.3,Demo / Synthetic Data
TRIP_001857,METRO_MG_ROAD,METRO_VYTTILA,metro,4.64,15,0,0,0,Clear,1,7.0,0.38,0.5,8.4,0.3,3.8,20.2,Demo / Synthetic Data
TRIP_001858,METRO_MG_ROAD,METRO_VYTTILA,metro,4.77,17,2,0,1,Clear,2,7.0,0.65,0.7,9.5,1.6,4.6,20.5,Demo / Synthetic Data
TRIP_001859,METRO_MG_ROAD,METRO_VYTTILA,metro,4.81,15,1,0,0,Moderate Rain,1,7.0,0.55,0.0,8.1,0.3,3.5,20.6,Demo / Synthetic Data
TRIP_001860,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.08,20,3,0,1,Clear,3,12.0,0.62,3.7,19.0,7.9,8.7,19.1,Demo / Synthetic Data
TRIP_001861,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.22,5,2,0,0,Clear,1,15.0,0.28,0.9,28.3,1.6,7.6,30.0,Demo / Synthetic Data
TRIP_001862,ORIGIN_15,DEST_11,water_metro,8.05,23,1,0,0,Monsoon Heavy Rain,1,15.0,0.46,1.7,25.8,4.0,8.4,30.0,Demo / Synthetic Data
TRIP_001863,METRO_EDAPPALLY,METRO_KALOOR,metro,4.09,14,2,0,0,Clear,1,7.0,0.34,0.2,6.9,0.0,3.2,19.0,Demo / Synthetic Data
TRIP_001864,METRO_KALOOR,METRO_MG_ROAD,metro,2.07,22,4,0,0,Clear,1,7.0,0.22,0.0,4.5,0.2,2.6,14.6,Demo / Synthetic Data
TRIP_001865,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.78,13,1,0,0,Clear,1,12.0,0.38,2.4,23.1,3.1,6.0,22.2,Demo / Synthetic Data
TRIP_001866,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.74,7,0,0,0,Clear,2,12.0,0.33,3.4,23.7,5.7,9.4,22.1,Demo / Synthetic Data
TRIP_001867,ORIGIN_13,DEST_10,water_metro,2.37,9,0,0,1,Moderate Rain,2,15.0,0.86,5.0,11.4,10.1,11.6,20.0,Demo / Synthetic Data
TRIP_001868,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.69,14,5,1,0,Moderate Rain,2,12.0,0.41,2.8,7.7,4.7,7.8,13.0,Demo / Synthetic Data
TRIP_001869,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.07,8,6,1,1,Clear,3,12.0,0.63,4.1,6.6,8.9,8.7,11.9,Demo / Synthetic Data
TRIP_001870,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.26,20,3,0,1,Monsoon Heavy Rain,4,15.0,0.96,3.0,15.2,5.5,10.9,20.0,Demo / Synthetic Data
TRIP_001871,ORIGIN_19,DEST_20,water_metro,5.98,18,0,0,1,Monsoon Heavy Rain,4,15.0,0.84,2.8,20.8,6.4,8.6,30.0,Demo / Synthetic Data
TRIP_001872,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.13,10,3,0,1,Clear,4,12.0,0.71,7.1,9.5,14.3,11.8,12.0,Demo / Synthetic Data
TRIP_001873,METRO_KALOOR,METRO_MG_ROAD,metro,2.3,6,4,0,0,Clear,2,7.0,0.36,0.0,4.3,0.0,2.4,15.1,Demo / Synthetic Data
TRIP_001874,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.12,12,5,1,0,Moderate Rain,1,12.0,0.55,1.0,17.5,1.3,7.6,19.2,Demo / Synthetic Data
TRIP_001875,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.26,20,4,0,1,Moderate Rain,4,7.0,1.0,0.4,9.0,0.1,5.3,21.6,Demo / Synthetic Data
TRIP_001876,METRO_VYTTILA,WATER_VYTTILA,walking,0.26,7,2,0,0,Clear,1,0.0,0.25,0.0,2.9,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001877,METRO_KALOOR,METRO_MG_ROAD,metro,2.14,20,2,0,1,Clear,2,7.0,0.68,0.1,4.4,0.3,3.9,14.7,Demo / Synthetic Data
TRIP_001878,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.19,14,6,1,0,Clear,1,7.0,0.23,0.1,8.6,0.3,4.0,21.4,Demo / Synthetic Data
TRIP_001879,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,2.05,14,4,0,0,Clear,1,12.0,0.33,0.8,7.3,1.1,5.9,13.7,Demo / Synthetic Data
TRIP_001880,METRO_KALOOR,METRO_MG_ROAD,metro,2.15,6,4,0,0,Clear,1,7.0,0.23,0.6,4.3,1.3,4.3,14.7,Demo / Synthetic Data
TRIP_001881,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.77,18,0,0,1,Monsoon Heavy Rain,4,12.0,0.84,7.3,11.7,15.4,10.6,13.2,Demo / Synthetic Data
TRIP_001882,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.47,16,2,0,0,Clear,2,15.0,0.32,1.3,29.0,2.3,9.2,30.0,Demo / Synthetic Data
TRIP_001883,METRO_VYTTILA,WATER_VYTTILA,walking,0.39,5,0,0,0,Clear,2,0.0,0.28,0.0,5.1,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001884,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.22,10,6,1,1,Clear,4,12.0,0.72,4.8,20.8,10.3,8.4,19.4,Demo / Synthetic Data
TRIP_001885,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.74,6,0,0,0,Moderate Rain,1,12.0,0.53,1.5,23.8,3.3,7.4,22.1,Demo / Synthetic Data
TRIP_001886,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.58,15,4,0,0,Moderate Rain,1,15.0,0.42,1.9,9.9,3.4,9.8,20.0,Demo / Synthetic Data
TRIP_001887,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.16,13,2,0,0,Moderate Rain,1,12.0,0.45,1.1,18.1,2.0,6.5,19.3,Demo / Synthetic Data
TRIP_001888,ORIGIN_6,DEST_7,metro,10.52,10,0,0,1,Clear,3,7.0,0.75,0.9,19.2,0.4,4.1,33.1,Demo / Synthetic Data
TRIP_001889,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.5,8,3,0,1,Clear,3,15.0,0.77,1.9,31.0,3.0,8.4,30.0,Demo / Synthetic Data
TRIP_001890,METRO_ALUVA,METRO_EDAPPALLY,metro,8.49,17,0,0,1,Monsoon Heavy Rain,4,7.0,0.97,1.6,16.3,3.2,3.3,28.7,Demo / Synthetic Data
TRIP_001891,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.08,19,5,1,1,Clear,4,2.0,0.73,3.0,5.3,6.1,4.4,30.0,Demo / Synthetic Data
TRIP_001892,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.19,14,4,0,0,Clear,1,2.0,0.36,0.2,3.2,0.4,0.5,30.0,Demo / Synthetic Data
TRIP_001893,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,0.95,17,6,1,1,Clear,4,12.0,0.71,6.6,8.5,12.3,10.4,11.7,Demo / Synthetic Data
TRIP_001894,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,4.98,9,0,0,1,Monsoon Heavy Rain,3,7.0,0.81,0.0,8.6,0.8,2.1,21.0,Demo / Synthetic Data
TRIP_001895,METRO_ALUVA,METRO_EDAPPALLY,metro,8.09,11,6,1,0,Clear,1,7.0,0.39,0.0,14.1,0.2,3.6,27.8,Demo / Synthetic Data
TRIP_001896,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.23,9,5,1,1,Clear,2,2.0,0.76,1.5,4.6,2.8,2.5,30.0,Demo / Synthetic Data
TRIP_001897,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.41,11,0,0,0,Moderate Rain,1,0.0,0.54,0.2,5.4,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001898,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.23,9,3,0,1,Clear,3,12.0,0.7,2.9,18.7,6.0,7.7,19.4,Demo / Synthetic Data
TRIP_001899,METRO_MG_ROAD,METRO_VYTTILA,metro,4.86,10,1,0,1,Clear,3,7.0,0.72,0.7,8.2,0.0,3.5,20.7,Demo / Synthetic Data
TRIP_001900,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.32,20,3,0,1,Clear,3,12.0,0.72,6.6,21.9,13.3,10.3,19.6,Demo / Synthetic Data
TRIP_001901,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.21,23,1,0,0,Moderate Rain,3,12.0,0.53,5.2,20.6,9.9,9.6,19.4,Demo / Synthetic Data
TRIP_001902,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.86,6,2,0,0,Moderate Rain,1,12.0,0.54,0.7,22.4,1.7,6.6,22.3,Demo / Synthetic Data
TRIP_001903,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.63,18,6,1,1,Clear,3,12.0,0.76,3.8,9.0,8.3,7.4,12.9,Demo / Synthetic Data
TRIP_001904,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.28,14,0,0,0,Moderate Rain,2,0.0,0.52,0.4,3.8,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001905,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.09,21,4,0,0,Clear,1,2.0,0.35,0.3,3.3,0.0,1.0,30.0,Demo / Synthetic Data
TRIP_001906,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.33,12,5,1,0,Clear,3,2.0,0.3,1.4,4.9,3.6,2.5,30.0,Demo / Synthetic Data
TRIP_001907,METRO_ALUVA,METRO_EDAPPALLY,metro,8.3,18,4,0,1,Clear,3,7.0,0.63,1.8,16.4,3.1,4.1,28.3,Demo / Synthetic Data
TRIP_001908,METRO_KALOOR,METRO_MG_ROAD,metro,1.99,13,5,1,0,Moderate Rain,3,7.0,0.44,0.1,3.2,0.0,3.9,14.4,Demo / Synthetic Data
TRIP_001909,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.1,8,3,0,1,Clear,3,2.0,0.75,2.1,4.1,4.4,2.7,30.0,Demo / Synthetic Data
TRIP_001910,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.26,19,5,1,1,Monsoon Heavy Rain,2,12.0,0.83,3.4,6.5,7.7,9.1,12.3,Demo / Synthetic Data
TRIP_001911,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.77,14,5,1,0,Clear,2,15.0,0.24,0.5,11.5,0.7,5.9,20.0,Demo / Synthetic Data
TRIP_001912,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.09,19,1,0,1,Clear,3,12.0,0.63,10.2,11.6,20.3,12.4,12.0,Demo / Synthetic Data
TRIP_001913,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.78,19,1,0,1,Monsoon Heavy Rain,3,12.0,0.97,7.8,12.1,15.3,11.6,13.2,Demo / Synthetic Data
TRIP_001914,ORIGIN_13,DEST_14,metro,8.81,16,6,1,0,Moderate Rain,1,7.0,0.59,0.3,16.3,0.0,4.0,29.4,Demo / Synthetic Data
TRIP_001915,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.85,11,2,0,0,Clear,3,15.0,0.27,0.2,11.2,0.1,8.4,20.0,Demo / Synthetic Data
TRIP_001916,METRO_KALOOR,METRO_MG_ROAD,metro,2.09,20,1,0,1,Moderate Rain,4,7.0,0.82,0.0,3.3,0.0,5.5,14.6,Demo / Synthetic Data
TRIP_001917,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.65,20,0,0,1,Clear,3,15.0,0.74,1.7,12.0,3.5,8.8,20.0,Demo / Synthetic Data
TRIP_001918,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.09,14,1,0,0,Moderate Rain,2,2.0,0.59,1.9,3.3,3.5,1.2,30.0,Demo / Synthetic Data
TRIP_001919,METRO_EDAPPALLY,METRO_KALOOR,metro,4.12,5,2,0,0,Moderate Rain,2,7.0,0.54,0.0,7.0,0.0,3.3,19.1,Demo / Synthetic Data
TRIP_001920,ORIGIN_6,DEST_6,metro,4.61,21,0,0,0,Clear,1,7.0,0.36,0.1,8.7,0.4,4.3,20.1,Demo / Synthetic Data
TRIP_001921,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.67,18,0,0,1,Clear,3,12.0,0.77,4.2,8.8,7.7,8.3,13.0,Demo / Synthetic Data
TRIP_001922,METRO_MG_ROAD,METRO_VYTTILA,metro,4.81,22,1,0,0,Clear,1,7.0,0.31,0.1,8.6,0.0,3.1,20.6,Demo / Synthetic Data
TRIP_001923,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.88,16,6,1,0,Clear,1,12.0,0.22,0.5,6.5,1.3,6.4,13.4,Demo / Synthetic Data
TRIP_001924,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.43,13,1,0,0,Moderate Rain,1,0.0,0.44,0.2,5.7,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001925,ORIGIN_20,DEST_4,metro,10.55,6,3,0,0,Moderate Rain,1,7.0,0.51,0.3,18.8,0.1,3.2,33.2,Demo / Synthetic Data
TRIP_001926,METRO_MG_ROAD,METRO_VYTTILA,metro,4.64,8,6,1,1,Clear,3,7.0,0.78,0.0,8.6,0.0,4.6,20.2,Demo / Synthetic Data
TRIP_001927,METRO_MG_ROAD,METRO_VYTTILA,metro,5.01,22,0,0,0,Clear,3,7.0,0.25,0.3,8.6,0.1,4.1,21.0,Demo / Synthetic Data
TRIP_001928,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.86,8,6,1,1,Clear,3,15.0,0.79,4.2,15.1,8.7,10.7,20.0,Demo / Synthetic Data
TRIP_001929,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.02,10,5,1,1,Clear,2,12.0,0.67,5.4,7.6,10.1,9.3,11.8,Demo / Synthetic Data
TRIP_001930,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.21,21,3,0,0,Moderate Rain,3,12.0,0.53,4.7,20.0,9.0,9.1,19.4,Demo / Synthetic Data
TRIP_001931,METRO_MG_ROAD,METRO_VYTTILA,metro,4.89,9,5,1,1,Moderate Rain,3,7.0,0.86,0.0,8.6,0.0,3.8,20.8,Demo / Synthetic Data
TRIP_001932,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.11,8,6,1,1,Clear,4,7.0,0.66,0.4,8.6,0.6,2.8,21.2,Demo / Synthetic Data
TRIP_001933,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.93,5,1,0,0,Moderate Rain,1,12.0,0.54,1.4,6.9,2.4,6.8,13.5,Demo / Synthetic Data
TRIP_001934,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.16,15,2,0,0,Moderate Rain,3,2.0,0.57,3.2,5.8,5.6,3.6,30.0,Demo / Synthetic Data
TRIP_001935,METRO_KALOOR,METRO_MG_ROAD,metro,2.29,13,2,0,0,Clear,1,7.0,0.4,0.4,2.8,0.0,3.8,15.0,Demo / Synthetic Data
TRIP_001936,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.85,16,5,1,0,Clear,2,12.0,0.31,2.6,7.2,4.4,8.2,13.3,Demo / Synthetic Data
TRIP_001937,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.28,21,3,0,0,Monsoon Heavy Rain,2,7.0,0.49,0.7,9.8,1.7,4.6,21.6,Demo / Synthetic Data
TRIP_001938,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.27,18,3,0,1,Clear,4,7.0,0.69,0.7,10.1,1.9,4.2,21.6,Demo / Synthetic Data
TRIP_001939,ORIGIN_17,DEST_12,metro,10.83,5,3,0,0,Clear,3,7.0,0.34,0.0,18.8,0.0,3.1,33.8,Demo / Synthetic Data
TRIP_001940,METRO_ALUVA,METRO_EDAPPALLY,metro,8.14,21,0,0,0,Clear,1,7.0,0.36,0.0,13.5,0.0,2.8,27.9,Demo / Synthetic Data
TRIP_001941,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.97,17,6,1,1,Clear,3,12.0,0.69,4.1,9.0,6.4,9.3,13.5,Demo / Synthetic Data
TRIP_001942,METRO_EDAPPALLY,METRO_KALOOR,metro,4.17,17,6,1,1,Moderate Rain,2,7.0,0.88,0.3,8.0,1.0,4.0,19.2,Demo / Synthetic Data
TRIP_001943,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,4.94,23,0,0,0,Clear,1,7.0,0.23,0.4,9.5,0.8,4.0,20.9,Demo / Synthetic Data
TRIP_001944,ORIGIN_17,DEST_10,water_metro,11.77,18,3,0,1,Moderate Rain,3,15.0,0.95,1.3,36.9,2.2,9.2,30.0,Demo / Synthetic Data
TRIP_001945,ORIGIN_10,DEST_11,feeder_bus,8.56,16,0,0,0,Clear,1,12.0,0.25,1.2,28.2,2.2,5.1,25.4,Demo / Synthetic Data
TRIP_001946,METRO_VYTTILA,WATER_VYTTILA,walking,0.5,9,5,1,1,Clear,4,0.0,0.76,0.0,6.7,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001947,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.49,22,4,0,0,Clear,1,15.0,0.35,1.2,14.3,1.5,8.5,20.0,Demo / Synthetic Data
TRIP_001948,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.14,16,6,1,0,Clear,2,12.0,0.26,1.6,17.7,3.3,5.6,19.3,Demo / Synthetic Data
TRIP_001949,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.53,11,2,0,0,Moderate Rain,1,12.0,0.5,0.7,21.1,1.7,5.3,21.8,Demo / Synthetic Data
TRIP_001950,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.38,15,3,0,0,Clear,1,0.0,0.36,0.0,4.6,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001951,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.1,21,4,0,0,Clear,1,7.0,0.36,0.7,8.3,0.3,1.9,21.2,Demo / Synthetic Data
TRIP_001952,METRO_KALOOR,METRO_MG_ROAD,metro,2.25,21,4,0,0,Clear,2,7.0,0.35,0.7,4.1,0.6,4.0,14.9,Demo / Synthetic Data
TRIP_001953,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.96,10,0,0,1,Clear,2,12.0,0.72,4.5,9.3,10.1,9.5,13.5,Demo / Synthetic Data
TRIP_001954,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.35,23,2,0,0,Clear,2,0.0,0.3,0.3,5.3,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001955,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.62,18,4,0,1,Clear,3,15.0,0.7,0.3,7.9,0.5,7.7,20.0,Demo / Synthetic Data
TRIP_001956,METRO_EDAPPALLY,METRO_KALOOR,metro,4.24,16,2,0,0,Clear,2,7.0,0.23,0.0,7.8,0.0,4.7,19.3,Demo / Synthetic Data
TRIP_001957,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.04,8,0,0,1,Clear,4,12.0,0.69,6.6,8.5,13.7,10.8,11.9,Demo / Synthetic Data
TRIP_001958,METRO_MG_ROAD,METRO_VYTTILA,metro,4.99,19,2,0,1,Moderate Rain,3,7.0,0.93,0.0,9.1,0.0,4.2,21.0,Demo / Synthetic Data
TRIP_001959,METRO_ALUVA,METRO_EDAPPALLY,metro,8.13,19,2,0,1,Clear,3,7.0,0.71,0.1,14.6,0.1,4.5,27.9,Demo / Synthetic Data
TRIP_001960,ORIGIN_19,DEST_19,metro,9.76,22,6,1,0,Moderate Rain,3,7.0,0.46,0.0,17.3,0.3,3.1,31.5,Demo / Synthetic Data
TRIP_001961,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.18,14,2,0,0,Clear,1,12.0,0.35,2.2,5.5,5.1,8.2,12.1,Demo / Synthetic Data
TRIP_001962,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.1,17,4,0,1,Clear,4,7.0,0.65,0.4,8.8,1.0,5.0,21.2,Demo / Synthetic Data
TRIP_001963,METRO_MG_ROAD,METRO_VYTTILA,metro,4.86,15,4,0,0,Moderate Rain,2,7.0,0.53,0.1,8.7,0.0,3.5,20.7,Demo / Synthetic Data
TRIP_001964,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.2,19,0,0,1,Clear,4,12.0,0.7,7.8,10.1,15.0,9.5,12.2,Demo / Synthetic Data
TRIP_001965,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.79,18,0,0,1,Clear,3,12.0,0.68,3.6,7.9,6.7,8.1,13.2,Demo / Synthetic Data
TRIP_001966,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,2.02,9,3,0,1,Monsoon Heavy Rain,2,12.0,0.8,4.0,9.8,7.9,8.3,13.6,Demo / Synthetic Data
TRIP_001967,METRO_KALOOR,METRO_MG_ROAD,metro,2.16,16,5,1,0,Clear,1,7.0,0.39,0.6,3.9,0.0,2.6,14.8,Demo / Synthetic Data
TRIP_001968,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.54,21,6,1,0,Moderate Rain,1,0.0,0.45,0.0,7.3,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_001969,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.41,23,3,0,0,Clear,3,15.0,0.26,0.3,27.9,0.2,7.6,30.0,Demo / Synthetic Data
TRIP_001970,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.2,20,5,1,1,Clear,2,12.0,0.72,2.5,18.2,5.0,7.1,19.4,Demo / Synthetic Data
TRIP_001971,ORIGIN_5,DEST_17,water_metro,9.97,9,3,0,1,Clear,2,15.0,0.67,5.4,34.0,11.1,11.8,30.0,Demo / Synthetic Data
TRIP_001972,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,4.86,21,6,1,0,Clear,1,7.0,0.23,0.2,8.4,0.0,3.8,20.7,Demo / Synthetic Data
TRIP_001973,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.39,19,3,0,1,Moderate Rain,2,15.0,0.91,3.0,16.1,7.1,9.3,20.0,Demo / Synthetic Data
